cell_line,histotype_code,patient_id,rna_passage,wes_passage,tmt_plex,gene,rna_gene_ids,rna_tpm,rna_log2_tpm_plus1,rna_rank_all_models_desc,rna_n_measured_models,rna_rank_within_histotype_desc,rna_n_measured_within_histotype,rna_histotype_patient_median_log2_tpm_plus1,rna_histotype_measured_patients,rna_log2_tpm_plus1_delta_histotype_patient_median,protein_row,protein_uniprot,protein_isodoping,protein_unique_peptides,protein_log2_normalised,protein_rank_all_models_desc,protein_n_measured_models,interpretation
OV1369-R2,HGS,1369,p69,P66,1.0,CCNE1,ENSG00000105173,20.889146,4.452143764088775,23.0,31,13.0,15,5.363526958361573,12.0,-0.9113831942727977,CCNE1,P24864,True,5,12.5268281602376,29.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA8771,MC,VOA8771,p28,NA,5.0,RAD51C,ENSG00000108384,42.694233,5.449370972523138,6.0,31,1.0,3,5.198498750454194,3.0,0.2508722220689439,RAD51C,O43502,False,2,NA,NA,17,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA5217,MMMT,VOA5217,p36,NA,4.0,RAD51C,ENSG00000108384,15.026466999999998,4.002384516427603,25.0,31,2.0,2,4.352418748654989,2.0,-0.3500342322273857,RAD51C,O43502,False,2,7.303104000302073,15.0,17,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA5436,MMMT,VOA5436,p35,NA,5.0,RAD51C,ENSG00000108384,25.036308,4.7024529808823745,17.0,31,1.0,2,4.352418748654989,2.0,0.3500342322273857,RAD51C,O43502,False,2,NA,NA,17,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
BIN67,SCCOHT,BIN67,p51,NA,3.0,RAD51C,ENSG00000108384,40.200633,5.364594597804243,9.0,31,2.0,2,5.922385501510307,2.0,-0.5577909037060644,RAD51C,O43502,False,2,7.476581767238939,10.0,17,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
COV434,SCCOHT,COV434,p46,NA,1.0,RAD51C,ENSG00000108384,88.27451,6.480176405216373,1.0,31,1.0,2,5.922385501510307,2.0,0.5577909037060653,RAD51C,O43502,False,2,NA,NA,17,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV1369-R2,HGS,1369,p69,P66,1.0,RAD51D,ENSG00000185379,15.249702000000005,4.0223413559783445,2.0,31,1.0,15,3.0128577653275794,12.0,1.009483590650765,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV1946,HGS,OV1946,p64,NA,5.0,RAD51D,ENSG00000185379,13.95484767,3.9025413101353434,5.0,31,2.0,15,3.0128577653275794,12.0,0.889683544807764,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV2085,HGS,OV2085,p68,P64,2.0,RAD51D,ENSG00000185379,8.016069599999998,3.17249865250961,16.0,31,4.0,15,3.0128577653275794,12.0,0.1596408871820305,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV2295,HGS,2295,p64,P61,5.0,RAD51D,ENSG00000185379,8.053597700000001,3.1784912013162785,15.0,31,3.0,15,3.0128577653275794,12.0,0.16563343598869906,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV2295-R2,HGS,2295,p67,P70,3.0,RAD51D,ENSG00000185379,5.722756199999999,2.749052831344176,29.0,31,14.0,15,3.0128577653275794,12.0,-0.26380493398340343,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV3133-R,HGS,3133,p64,P71,1.0,RAD51D,ENSG00000185379,4.61723209,2.4898594127037175,30.0,31,15.0,15,3.0128577653275794,12.0,-0.522998352623862,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV3133-R2,HGS,3133,NA,P58,NA,RAD51D,ENSG00000185379,NA,NA,NA,31,NA,15,3.0128577653275794,12.0,NA,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV3291,HGS,3291,NA,P46,NA,RAD51D,ENSG00000185379,NA,NA,NA,31,NA,15,3.0128577653275794,12.0,NA,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV4453,HGS,OV4453,p60,NA,4.0,RAD51D,ENSG00000185379,7.044266799999999,3.0079609315504956,21.0,31,8.0,15,3.0128577653275794,12.0,-0.004896833777083831,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV4485,HGS,OV4485,p60,NA,2.0,RAD51D,ENSG00000185379,7.099060699999999,3.0177545991046637,20.0,31,7.0,15,3.0128577653275794,12.0,0.004896833777084275,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV866-2,HGS,OV866-2,p67,NA,1.0,RAD51D,ENSG00000185379,6.5839323,2.9229460856905223,23.0,31,9.0,15,3.0128577653275794,12.0,-0.08991167963705715,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV1369,HGS,1369,p65,P65,2.0,RAD51D,ENSG00000185379,6.525543299999999,2.9117957397356715,24.0,31,10.0,15,3.0128577653275794,12.0,-0.10106202559190791,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV2295-R,HGS,2295,NA,P57,NA,RAD51D,ENSG00000185379,NA,NA,NA,31,NA,15,3.0128577653275794,12.0,NA,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV2835EP,HGS,TOV2835EP,NA,P64,NA,RAD51D,ENSG00000185379,NA,NA,NA,31,NA,15,3.0128577653275794,12.0,NA,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV2881EP,HGS,TOV2881EP,NA,P64,NA,RAD51D,ENSG00000185379,NA,NA,NA,31,NA,15,3.0128577653275794,12.0,NA,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV2929D,HGS,TOV2929D,NA,P57,NA,RAD51D,ENSG00000185379,NA,NA,NA,31,NA,15,3.0128577653275794,12.0,NA,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV3041G,HGS,TOV3041G,p67,NA,3.0,RAD51D,ENSG00000185379,7.791285800000001,3.136074187168562,17.0,31,5.0,15,3.0128577653275794,12.0,0.12321642184098236,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV3121D,HGS,3121,NA,P68,NA,RAD51D,ENSG00000185379,NA,NA,NA,31,NA,15,3.0128577653275794,12.0,NA,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV3121EP,HGS,3121,NA,P68,NA,RAD51D,ENSG00000185379,NA,NA,NA,31,NA,15,3.0128577653275794,12.0,NA,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV3133D,HGS,3133,NA,P66,NA,RAD51D,ENSG00000185379,NA,NA,NA,31,NA,15,3.0128577653275794,12.0,NA,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV3133G,HGS,3133,p61,P65,4.0,RAD51D,ENSG00000185379,6.2595635,2.8598828050643825,28.0,31,13.0,15,3.0128577653275794,12.0,-0.1529749602631969,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV3291G,HGS,3291,p62,NA,2.0,RAD51D,ENSG00000185379,6.465250899999999,2.9001907487861955,25.0,31,11.0,15,3.0128577653275794,12.0,-0.11266701654138389,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV3331,HGS,OV3331,p71,P54,4.0,RAD51D,ENSG00000185379,6.4023598999999995,2.8879852806425546,27.0,31,12.0,15,3.0128577653275794,12.0,-0.12487248468502488,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV90,HGS,OV90,p70,P63,5.0,RAD51D,ENSG00000185379,7.2338302,3.0415636973665134,19.0,31,6.0,15,3.0128577653275794,12.0,0.028705932038934012,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV81D,LGS,TOV81D,NA,P23,NA,RAD51D,ENSG00000185379,NA,NA,NA,31,NA,0,NA,0.0,NA,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV21G,CC,TOV21G,p63,P59,5.0,RAD51D,ENSG00000185379,14.093360000000002,3.915842101264918,4.0,31,1.0,7,3.414912836024547,7.0,0.5009292652403707,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV3392D,CC,TOV3392D,p69,P69,1.0,RAD51D,ENSG00000185379,9.665745,3.414912836024547,11.0,31,4.0,7,3.414912836024547,7.0,0.0,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA10816,CC,VOA10816,p20,NA,1.0,RAD51D,ENSG00000185379,13.618894,3.8697622624655064,6.0,31,2.0,7,3.414912836024547,7.0,0.45484942644095927,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA12539,CC,VOA12539,p41,NA,2.0,RAD51D,ENSG00000185379,8.161859399999999,3.1956404230961324,13.0,31,5.0,7,3.414912836024547,7.0,-0.2192724129284147,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA14993,CC,VOA14993,NA,NA,3.0,RAD51D,ENSG00000185379,NA,NA,NA,31,NA,7,3.414912836024547,7.0,NA,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA295,CC,VOA295,p31,NA,2.0,RAD51D,ENSG00000185379,10.3816381,3.5086363070723765,10.0,31,3.0,7,3.414912836024547,7.0,0.09372347104782941,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA4841,CC,VOA4841,p43,NA,3.0,RAD51D,ENSG00000185379,4.241848,2.390075519857555,31.0,31,7.0,7,3.414912836024547,7.0,-1.024837316166992,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA6861,CC,VOA6861,p17,NA,NA,RAD51D,ENSG00000185379,6.820635199999999,2.9672857894601843,22.0,31,6.0,7,3.414912836024547,7.0,-0.4476270465643628,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV112D,EC,TOV112D,p63,P83,4.0,RAD51D,ENSG00000185379,14.448959000000002,3.949437722911123,3.0,31,1.0,2,3.4230937743826706,2.0,0.5263439485284525,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA4395,EC,VOA4395,p39-40,NA,1.0,RAD51D,ENSG00000185379,6.447467,2.8967498258542177,26.0,31,2.0,2,3.4230937743826706,2.0,-0.5263439485284529,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV2414,MC,TOV2414,p69,P65,5.0,RAD51D,ENSG00000185379,8.0558287,3.1788466684173793,14.0,31,3.0,3,3.836423748187259,3.0,-0.6575770797698799,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA8762,MC,VOA8762,p27,NA,4.0,RAD51D,ENSG00000185379,13.2849467,3.836423748187259,7.0,31,2.0,3,3.836423748187259,3.0,0.0,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA8771,MC,VOA8771,p28,NA,5.0,RAD51D,ENSG00000185379,21.595301999999997,4.497950934524766,1.0,31,1.0,3,3.836423748187259,3.0,0.6615271863375072,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA5217,MMMT,VOA5217,p36,NA,4.0,RAD51D,ENSG00000185379,7.660412200565018,3.114435693030361,18.0,31,2.0,2,3.155970666353158,2.0,-0.041534973322796986,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA5436,MMMT,VOA5436,p35,NA,5.0,RAD51D,ENSG00000185379,8.173712150000002,3.197505639675955,12.0,31,1.0,2,3.155970666353158,2.0,0.041534973322796986,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
BIN67,SCCOHT,BIN67,p51,NA,3.0,RAD51D,ENSG00000185379,10.448550999999998,3.517093108283833,9.0,31,2.0,2,3.673149420519279,2.0,-0.15605631223544592,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
COV434,SCCOHT,COV434,p46,NA,1.0,RAD51D,ENSG00000185379,13.213655500000002,3.829205732754725,8.0,31,1.0,2,3.673149420519279,2.0,0.15605631223544592,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV1369-R2,HGS,1369,p69,P66,1.0,BRIP1,ENSG00000136492,0.941696,0.9573173441023484,22.0,31,8.0,15,0.9727642474874458,12.0,-0.015446903385097466,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV1946,HGS,OV1946,p64,NA,5.0,BRIP1,ENSG00000136492,1.3336811,1.2226074287050694,20.0,31,6.0,15,0.9727642474874458,12.0,0.2498431812176236,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV2085,HGS,OV2085,p68,P64,2.0,BRIP1,ENSG00000136492,0.41155922,0.497289656317265,30.0,31,14.0,15,0.9727642474874458,12.0,-0.4754745911701808,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV2295,HGS,2295,p64,P61,5.0,BRIP1,ENSG00000136492,0.8042520000000001,0.8514008539812963,25.0,31,11.0,15,0.9727642474874458,12.0,-0.12136339350614955,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV2295-R2,HGS,2295,p67,P70,3.0,BRIP1,ENSG00000136492,1.342899,1.2282947624213485,19.0,31,5.0,15,0.9727642474874458,12.0,0.25553051493390266,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV3133-R,HGS,3133,p64,P71,1.0,BRIP1,ENSG00000136492,0.3334366,0.4151492316829791,31.0,31,15.0,15,0.9727642474874458,12.0,-0.5576150158044667,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV3133-R2,HGS,3133,NA,P58,NA,BRIP1,ENSG00000136492,NA,NA,NA,31,NA,15,0.9727642474874458,12.0,NA,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV3291,HGS,3291,NA,P46,NA,BRIP1,ENSG00000136492,NA,NA,NA,31,NA,15,0.9727642474874458,12.0,NA,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV4453,HGS,OV4453,p60,NA,4.0,BRIP1,ENSG00000136492,12.201073,3.722583293324499,1.0,31,1.0,15,0.9727642474874458,12.0,2.7498190458370533,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV4485,HGS,OV4485,p60,NA,2.0,BRIP1,ENSG00000136492,0.8734282,0.9056806867735695,23.0,31,9.0,15,0.9727642474874458,12.0,-0.06708356071387633,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV866-2,HGS,OV866-2,p67,NA,1.0,BRIP1,ENSG00000136492,1.7885650000000002,1.4795228998416399,17.0,31,3.0,15,0.9727642474874458,12.0,0.506758652354194,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV1369,HGS,1369,p65,P65,2.0,BRIP1,ENSG00000136492,0.5616465,0.6430679167228481,28.0,31,13.0,15,0.9727642474874458,12.0,-0.3296963307645977,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV2295-R,HGS,2295,NA,P57,NA,BRIP1,ENSG00000136492,NA,NA,NA,31,NA,15,0.9727642474874458,12.0,NA,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV2835EP,HGS,TOV2835EP,NA,P64,NA,BRIP1,ENSG00000136492,NA,NA,NA,31,NA,15,0.9727642474874458,12.0,NA,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV2881EP,HGS,TOV2881EP,NA,P64,NA,BRIP1,ENSG00000136492,NA,NA,NA,31,NA,15,0.9727642474874458,12.0,NA,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV2929D,HGS,TOV2929D,NA,P57,NA,BRIP1,ENSG00000136492,NA,NA,NA,31,NA,15,0.9727642474874458,12.0,NA,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV3041G,HGS,TOV3041G,p67,NA,3.0,BRIP1,ENSG00000136492,0.7889360000000001,0.8391017752410144,27.0,31,12.0,15,0.9727642474874458,12.0,-0.13366247224643146,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV3121D,HGS,3121,NA,P68,NA,BRIP1,ENSG00000136492,NA,NA,NA,31,NA,15,0.9727642474874458,12.0,NA,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV3121EP,HGS,3121,NA,P68,NA,BRIP1,ENSG00000136492,NA,NA,NA,31,NA,15,0.9727642474874458,12.0,NA,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV3133D,HGS,3133,NA,P66,NA,BRIP1,ENSG00000136492,NA,NA,NA,31,NA,15,0.9727642474874458,12.0,NA,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV3133G,HGS,3133,p61,P65,4.0,BRIP1,ENSG00000136492,1.1599684,1.1110102061402385,21.0,31,7.0,15,0.9727642474874458,12.0,0.13824595865279266,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV3291G,HGS,3291,p62,NA,2.0,BRIP1,ENSG00000136492,0.8092680999999999,0.8554062044664775,24.0,31,10.0,15,0.9727642474874458,12.0,-0.1173580430209683,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV3331,HGS,OV3331,p71,P54,4.0,BRIP1,ENSG00000136492,1.592426,1.3743028083415987,18.0,31,4.0,15,0.9727642474874458,12.0,0.40153856085415285,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV90,HGS,OV90,p70,P63,5.0,BRIP1,ENSG00000136492,1.859514,1.5157699689023227,16.0,31,2.0,15,0.9727642474874458,12.0,0.5430057214148769,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV81D,LGS,TOV81D,NA,P23,NA,BRIP1,ENSG00000136492,NA,NA,NA,31,NA,0,NA,0.0,NA,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV21G,CC,TOV21G,p63,P59,5.0,BRIP1,ENSG00000136492,2.103041,1.6336827590986338,15.0,31,6.0,7,2.4793713050765893,7.0,-0.8456885459779555,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV3392D,CC,TOV3392D,p69,P69,1.0,BRIP1,ENSG00000136492,0.4657498999999999,0.5516389583072946,29.0,31,7.0,7,2.4793713050765893,7.0,-1.9277323467692948,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA10816,CC,VOA10816,p20,NA,1.0,BRIP1,ENSG00000136492,2.2481015,1.699596716038691,14.0,31,5.0,7,2.4793713050765893,7.0,-0.7797745890378984,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA12539,CC,VOA12539,p41,NA,2.0,BRIP1,ENSG00000136492,6.277091,2.8633618517161925,8.0,31,3.0,7,2.4793713050765893,7.0,0.3839905466396032,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA14993,CC,VOA14993,NA,NA,3.0,BRIP1,ENSG00000136492,NA,NA,NA,31,NA,7,2.4793713050765893,7.0,NA,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA295,CC,VOA295,p31,NA,2.0,BRIP1,ENSG00000136492,9.070529999999998,3.3320677075518788,5.0,31,2.0,7,2.4793713050765893,7.0,0.8526964024752894,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA4841,CC,VOA4841,p43,NA,3.0,BRIP1,ENSG00000136492,4.576543999999999,2.4793713050765893,10.0,31,4.0,7,2.4793713050765893,7.0,0.0,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA6861,CC,VOA6861,p17,NA,NA,BRIP1,ENSG00000136492,9.640059,3.4114342456109967,4.0,31,1.0,7,2.4793713050765893,7.0,0.9320629405344074,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV112D,EC,TOV112D,p63,P83,4.0,BRIP1,ENSG00000136492,10.724132,3.5514092111759834,3.0,31,1.0,2,2.678305425248306,2.0,0.8731037859276776,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA4395,EC,VOA4395,p39-40,NA,1.0,BRIP1,ENSG00000136492,2.49478,1.8052016393206285,13.0,31,2.0,2,2.678305425248306,2.0,-0.8731037859276773,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV2414,MC,TOV2414,p69,P65,5.0,BRIP1,ENSG00000136492,0.8006062,0.8484826923884856,26.0,31,3.0,3,2.8710136630709284,3.0,-2.0225309706824426,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA8762,MC,VOA8762,p27,NA,4.0,BRIP1,ENSG00000136492,6.9726626,2.995061616098924,6.0,31,1.0,3,2.8710136630709284,3.0,0.12404795302799565,NA,NA,NA,NA,NA,NA,0,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
